sample_id,group_id,split
1892,1742,validation
1893,1743,validation
1894,1597,test
1895,1744,validation
1896,1745,validation
1897,1746,test
1898,1747,test
1899,1748,validation
1900,1749,validation
1901,1750,validation
1902,1751,validation
1903,1752,validation
1904,1753,test
1905,1754,validation
1906,1755,validation
1907,1756,test
1908,1757,validation
1909,1758,test
1910,1759,validation
1911,1760,test
1912,1761,test
1913,1762,test
1914,1763,validation
1915,1764,test
1916,1765,validation
1917,1753,validation
1918,1766,test
1919,1767,validation
1920,1768,test
1921,1604,test
1922,1769,validation
1923,1770,validation
1924,1771,validation
1925,1772,validation
1926,1773,validation
1927,1774,test
1928,1775,validation
1929,1726,test
1930,1776,validation
1931,1777,validation
1932,1778,validation
1933,1779,test
1934,1603,validation
1935,1780,validation
1936,1781,test
1937,1782,test
1938,1783,test
1939,1784,test
1940,1785,test
1941,1786,test
1942,1787,validation
1943,1788,validation
1944,1789,validation
1945,1790,test
1946,1783,validation
1947,1791,test
1948,1792,validation
1949,1793,test
1950,1794,validation
1951,1795,validation
1952,1796,validation
1953,1797,validation
1954,1798,test
1955,1799,validation
1956,1800,validation
1957,1801,test
1958,1802,validation
1959,1803,validation
1960,512,test
1961,1234,test
1962,1804,validation
1963,1805,test
1964,1806,test
1965,512,test
1966,1521,test
1967,1807,test
1968,1808,validation
1969,1809,validation
1970,1810,validation
1971,1811,test
1972,1812,validation
1973,1813,validation
1974,1814,validation
1975,1815,validation
1976,1816,validation
1977,1817,validation
1978,1818,validation
1979,1819,validation
1980,1820,test
1981,1821,validation
1982,1822,validation
1983,1823,test
1984,1824,validation
1985,1825,test
1986,1826,validation
1987,1827,test
1988,1828,validation
1989,1829,validation
1990,1830,validation
1991,1831,test
1992,724,test
1993,1832,test
1994,1833,validation
1995,1834,test
1996,1835,validation
1997,1836,validation
1998,1837,validation
1999,1838,test
2000,1839,validation
2001,1840,test
2002,1841,test
2003,1842,validation
2004,1843,validation
2005,1844,validation
2006,1845,validation
2007,1846,test
2008,1597,test
2009,1432,test
2010,1847,validation
2011,1848,test
2012,1849,test
2013,1850,test
2014,1851,test
2015,1852,test
2016,1853,validation
2017,1854,validation
2018,1855,test
2019,1856,test
2020,1857,test
2021,1858,validation
2022,1859,validation
2023,1860,test
2024,1861,test
2025,1862,test
2026,1863,validation
2027,1864,validation
2028,1865,test
2029,1866,test
2030,1867,test
2031,1868,test
2032,1869,test
2033,1870,validation
2034,1748,validation
2035,1394,validation
2036,1871,validation
2037,1872,validation
2038,1873,validation
2039,1874,validation
2040,1432,test
2041,1875,validation
2042,1876,validation
2043,1877,test
2044,1878,test
2045,1879,test
2046,1880,validation
2047,1881,validation
2048,1882,validation
2049,1883,validation
2050,1884,validation
2051,1885,test
2052,1886,validation
2053,1887,validation
2054,1888,validation
2055,1889,validation
2056,1890,validation
2057,1891,test
2058,1892,validation
2059,1893,validation
2060,1894,validation
2061,1895,validation
2062,1896,validation
2063,1897,test
2064,1898,test
2065,1899,validation
2066,1900,test
2067,1901,test
2068,1902,validation
2069,1903,test
2070,1904,validation
2071,1905,test
2072,1899,validation
2073,1906,validation
2074,1907,validation
2075,1908,validation
2076,1909,validation
2077,1910,validation
2078,1911,test
2079,1911,test
2080,1912,test
2081,1913,validation
2082,1913,validation
2083,1913,test
2084,1914,test
2085,1913,validation
2086,1908,validation
2087,1915,test
2088,1913,validation
2089,1908,test
2090,1916,test
2091,1914,validation
2092,1917,test
2093,1918,test
2094,1919,validation
2095,1920,test
2096,1921,test
2097,1922,test
2098,1923,test
2099,1923,test
2100,1924,validation
2101,1925,validation
2102,1926,test
2103,1927,validation
2104,1928,test
2105,1929,validation
2106,1930,test
2107,1931,validation
2108,1924,validation
2109,1932,validation
2110,1933,test
2111,1934,test
2112,1935,test
2113,1936,test
2114,1937,test
2115,1938,validation
2116,1939,test
2117,1940,test
2118,1941,validation
2119,1942,validation
2120,1943,test
2121,1944,test
2122,1927,validation
2123,1945,test
2124,1946,test
2125,1947,validation
2126,1948,validation
2127,1949,test
2128,1950,validation
2129,1951,test
2130,1952,test
2131,1953,test
2132,1954,test
2133,1955,validation
2134,1956,validation
2135,1957,validation
2136,1958,test
2137,1959,validation
2138,1960,test
2139,1961,validation
2140,1623,test
2141,1962,validation
2142,1963,validation
2143,1964,validation
2144,1965,test
2145,1966,validation
2146,1967,validation
2147,1968,test
2148,1969,test
2149,1970,validation
2150,1971,validation
2151,1972,test
2152,1973,validation
2153,1974,test
2154,1975,validation
2155,1976,test
2156,1977,validation
2157,1978,test
2158,1979,validation
2159,1980,validation
2160,1981,validation
2161,1982,validation
2162,1983,test
2163,1984,test
2164,1985,test
2165,1986,validation
2166,1987,test
2167,1988,test
2168,1989,test
2169,1990,validation
2170,1991,validation
2171,1992,validation
2172,1993,test
2173,1927,validation
2174,1927,test
2175,1994,test
2176,1995,test
2177,1996,validation
2178,1997,test
2179,1998,test
2180,1999,validation
2181,2000,test
2182,2001,validation
2183,2002,test
2184,2003,validation
2185,2004,validation
2186,2005,test
2187,2006,test
2188,2007,validation
2189,2008,validation
2190,2008,test
2191,2009,validation
2192,2010,validation
2193,2011,validation
2194,2010,test
2195,2010,test
2196,2012,validation
2197,2013,validation
2198,2013,validation
2199,2013,validation
2200,2014,validation
2201,2015,validation
2202,2016,validation
2203,2017,validation
2204,2018,validation
2205,2019,validation
2206,2020,test
2207,2021,validation
2208,2021,test
2209,2022,test
2210,2023,test
2211,2024,test
2212,2025,validation
2213,1924,test
2214,2026,validation
2215,2027,validation
2216,2028,validation
2217,2029,validation
2218,2018,validation
2219,1924,test
2220,2030,validation
2221,2031,test
2222,1992,validation
2223,2032,test
2224,1992,validation
2225,1992,test
2226,2033,test
2227,2034,validation
2228,2035,test
2229,2036,test
2230,2037,test
2231,2038,validation
2232,1920,test
2233,2039,test
2234,1921,test
2235,2017,validation
2236,2040,test
2237,2025,validation
2238,2041,test
2239,2042,validation
2240,1882,validation
2241,1879,test
2242,2043,validation
2243,2044,test
2244,1919,validation
2245,2045,validation
2246,2046,test
2247,2046,validation
2248,1931,test
2249,2046,test
2250,2047,validation
2251,1894,validation
2252,2048,test
2253,1929,validation
2254,2049,test
2255,2050,validation
2256,2051,test
2257,2018,validation
2258,2052,test
2259,2053,test
2260,1922,test
2261,2054,validation
2262,2055,test
2263,2056,validation
2264,2057,validation
2265,2058,validation
2266,2059,test
2267,2060,validation
2268,2061,test
2269,2062,validation
2270,2063,test
2271,2064,validation
2272,2065,test
2273,2066,validation
2274,2067,test
2275,2067,test
2276,2068,test
2277,2020,validation
2278,2069,validation
2279,2070,validation
2280,2071,test
2281,2072,validation
2282,2073,test
2283,2074,test
2284,2075,test
2285,2076,test
2286,2077,test
2287,2078,test
2288,2079,validation
2289,2080,validation
2290,2081,test
2291,2056,test
2292,2080,test
2293,1982,validation
2294,2082,validation
2295,2083,test
2296,2084,validation
2297,2085,test
2298,2086,validation
2299,2087,validation
2300,2088,validation
2301,2089,validation
2302,2090,validation
2303,2091,test
2304,2092,validation
2305,2093,validation
2306,2089,validation
2307,2094,test
2308,2095,test
2309,2096,validation
2310,2097,test
2311,2098,validation
2312,2099,validation
2313,2100,validation
2314,2101,validation
2315,2102,test
2316,2103,test
2317,2104,validation
2318,2105,test
2319,2095,test
2320,2106,test
2321,2107,validation
2322,2108,validation
2323,2109,test
2324,2110,validation
2325,2111,test
2326,2112,validation
2327,2113,validation
2328,2114,test
2329,2115,validation
2330,2116,test
2331,2117,validation
2332,2095,test
2333,2118,test
2334,2106,test
2335,2118,test
2336,2119,validation
2337,2120,test
2338,2121,test
2339,2121,validation
2340,2122,validation
2341,2123,validation
2342,2124,test
2343,2125,validation
2344,1905,test
2345,2126,validation
2346,2127,test
2347,2128,test
2348,2129,validation
2349,2106,test
2350,2130,test
2351,2131,validation
2352,2132,validation
2353,2120,test
2354,2133,validation
2355,2134,validation
2356,2135,test
2357,2136,validation
2358,2137,test
2359,2138,test
2360,2139,test
2361,2140,validation
2362,2141,validation
2363,2142,validation
2364,2143,test
2365,2144,validation
2366,2145,test
2367,2146,test
2368,2147,validation
2369,2148,test
2370,2149,test
2371,2150,test
2372,2095,test
2373,2151,test
2374,2095,validation
2375,2152,test
2376,2153,test
2377,2154,test
2378,2155,test
2379,2156,validation
2380,2132,test
2381,2157,validation
2382,2158,test
2383,2159,test
2384,2160,validation
2385,2161,validation
2386,2162,validation
2387,2163,validation
2388,2164,validation
2389,2165,validation
2390,2166,test
2391,2165,validation
2392,2167,test
2393,2168,validation
2394,2169,test
2395,2170,validation
2396,2171,test
2397,2172,test
2398,2120,validation
2399,2173,validation
2400,2174,test
2401,2175,test
2402,2176,validation
2403,2177,validation
2404,2178,test
2405,2178,validation
2406,2179,test
2407,2180,test
2408,2181,test
2409,2182,validation
2410,2183,validation
2411,2184,test
2412,2185,validation
2413,2186,test
2414,2187,test
2415,2188,test
2416,2189,validation
2417,2190,test
2418,2191,test
2419,2136,test
2420,2087,test
2421,2118,test
2422,2177,validation
2423,2192,validation
2424,2118,validation
2425,2193,test
2426,2194,test
2427,2195,validation
2428,2196,validation
2429,2197,validation
2430,1471,test
2431,2198,test
2432,2199,validation
2433,2095,validation
2434,2200,validation
2435,2201,validation
2436,2202,test
2437,1958,test
2438,2203,test
2439,2204,test
2440,2205,validation
2441,2095,test
2442,2095,test
2443,2206,test
2444,2207,validation
2445,2134,validation
2446,1927,validation
2447,2208,validation
2448,2209,validation
2449,1992,validation
2450,1992,validation
2451,2210,test
2452,2211,validation
2453,2212,test
2454,2213,validation
2455,2214,validation
2456,2215,validation
2457,1473,validation
2458,2216,test
2459,2217,test
2460,2218,validation
2461,2219,validation
2462,2220,validation
2463,2221,validation
2464,2222,validation
2465,2223,validation
2466,2224,validation
2467,2225,test
2468,2226,test
2469,2227,test
2470,2228,test
2471,2229,test
2472,2230,test
2473,2231,test
2474,2232,validation
2475,2233,test
2476,2234,validation
2477,2235,test
2478,2236,test
2479,2237,validation
2480,2238,test
2481,2239,test
2482,2240,test
2483,2240,test
2484,2241,validation
2485,2242,validation
2486,2228,validation
2487,2243,validation
2488,2244,validation
2489,2245,validation
2490,2246,test
2491,2247,validation
2492,2248,test
2493,2249,validation
2494,2250,test
2495,2251,validation
2496,2252,test
2497,2253,test
2498,2254,test
2499,2255,validation
2500,2256,validation
2501,2257,test
2502,2258,test
2503,2259,test
2504,2260,test
2505,2261,test
2506,2262,test
2507,2263,validation
2508,2264,validation
2509,2265,test
2510,2266,validation
2511,2267,validation
2512,2268,validation
2513,2269,validation
2514,2270,validation
2515,2271,test
2516,2272,validation
2517,2273,test
2518,2274,validation
2519,2275,test
2520,2276,validation
2521,2277,validation
2522,2278,validation
2523,2279,test
2524,2278,validation
2525,2280,test
2526,2281,validation
2527,2282,test
2528,2283,test
2529,2284,test
2530,2285,validation
2531,2286,test
2532,2287,validation
2533,2288,test
2534,2289,test
2535,2290,test
2536,2291,validation
2537,2292,validation
2538,2293,test
2539,2294,validation
2540,2295,test
2541,2296,test
2542,2297,test
2543,2293,validation
2544,2298,validation
2545,2299,validation
2546,2300,test
2547,2301,test
2548,2302,validation
2549,2303,validation
2550,2304,validation
2551,2305,test
2552,2306,test
2553,2307,validation
2554,2308,validation
2555,2309,test
2556,2310,validation
2557,2311,validation
2558,2312,validation
2559,2313,validation
2560,2314,test
2561,2315,validation
2562,2316,test
2563,2317,test
2564,2318,test
2565,2319,validation
2566,2320,test
2567,2321,test
2568,2322,validation
2569,2323,test
2570,2324,validation
2571,2325,test
2572,2326,validation
2573,2327,validation
2574,2328,validation
2575,2329,validation
2576,2330,test
2577,2331,validation
2578,2332,test
2579,2245,test
2580,2244,validation
2581,2333,test
2582,2334,validation
2583,2335,test
2584,2336,validation
2585,2337,validation
2586,2338,validation
2587,2339,test
2588,2340,test
2589,2341,validation
2590,2342,test
2591,2343,validation
2592,2344,test
2593,2345,test
2594,2346,test
2595,2347,validation
2596,2348,test
2597,2349,validation
2598,2350,validation
2599,1992,test
2600,2351,test
2601,2352,test
2602,2353,test
2603,2354,test
2604,2355,validation
2605,2356,validation
2606,2357,validation
2607,2358,validation
2608,2359,validation
2609,2330,validation
2610,2360,validation
2611,2361,test
2612,2362,validation
2613,2363,validation
2614,2364,validation
2615,2365,validation
2616,2366,test
2617,2367,validation
2618,2368,test
2619,2369,test
2620,2370,validation
2621,2371,validation
2622,2372,validation
2623,2373,test
2624,2374,test
2625,2375,validation
2626,2376,validation
2627,2377,test
2628,2378,validation
2629,2093,test
2630,2244,validation
2631,2245,test
2632,2379,test
2633,2380,validation
2634,2381,test
2635,2382,validation
2636,2383,test
2637,2384,test
2638,2385,validation
2639,2386,test
2640,2387,validation
2641,2388,validation
2642,2389,test
2643,2390,test
2644,2391,test
2645,2392,test
2646,2393,test
2647,2394,test
2648,2395,test
2649,2396,validation
2650,2397,test
2651,2398,test
2652,2399,test
2653,2400,validation
2654,2093,validation
2655,2093,test
2656,2401,validation
2657,2293,validation
2658,2244,test
2659,2402,test
2660,2293,validation
2661,2401,validation
2662,2403,test
2663,2245,test
2664,2404,validation
2665,2401,validation
2666,2401,validation
2667,2405,test
2668,2406,test
2669,2407,validation
2670,2408,test
2671,2409,test
2672,2410,validation
2673,2411,test
2674,2412,validation
2675,2413,validation
2676,2414,validation
2677,2415,test
2678,2416,test
2679,2417,test
2680,2418,validation
2681,2293,test
2682,2245,test
2683,2419,validation
2684,2419,validation
2685,2420,validation
2686,2421,test
2687,2422,test
2688,2423,test
2689,2424,test
2690,2425,validation
2691,2426,validation
2692,2427,validation
2693,2410,validation
2694,2428,test
2695,2429,validation
2696,2430,test
2697,2431,validation
2698,2432,validation
2699,2433,test
2700,2434,test
2701,2435,validation
2702,2435,test
2703,2436,test
2704,2437,validation
2705,2438,test
2706,2439,test
2707,2440,validation
2708,2439,test
2709,2438,test
2710,2441,validation
2711,2442,test
2712,2435,test
2713,2443,validation
2714,2438,validation
2715,2281,validation
2716,2435,test
2717,2444,test
2718,2445,test
2719,2446,test
2720,2447,test
2721,2448,validation
2722,2449,test
2723,2450,test
2724,2451,test
2725,2452,test
2726,2453,validation
2727,2454,validation
2728,2455,validation
2729,2456,validation
2730,2457,test
2731,2458,validation
2732,2459,validation
2733,2460,validation
2734,2461,validation
2735,2462,validation
2736,2463,validation
2737,2464,test
2738,2465,test
2739,2466,validation
2740,2467,test
2741,2468,validation
2742,2469,test
2743,2470,test
2744,2471,test
2745,2472,test
2746,2473,test
2747,2474,validation
2748,2475,test
2749,2476,validation
2750,2477,validation
2751,2478,validation
2752,2479,test
2753,2480,test
2754,2481,test
2755,2482,test
2756,2483,test
2757,2484,validation
2758,2485,test
2759,2486,test
2760,2487,validation
2761,2488,test
2762,2489,test
2763,2490,validation
2764,2491,validation
2765,2492,validation
2766,2493,test
2767,2494,validation
2768,2495,validation
2769,2496,validation
2770,2497,test
2771,2498,test
2772,2499,validation
2773,2500,validation
2774,2501,validation
2775,2502,validation
2776,2503,test
2777,2504,validation
2778,2505,validation
2779,2506,test
2780,2507,validation
2781,2508,test
2782,2509,validation
2783,2510,validation
2784,2511,validation
2785,85,validation
2786,2512,test
2787,2513,test
2788,2514,validation
2789,2515,test
2790,2516,validation
2791,2517,test
2792,2518,validation
2793,2519,test
2794,2520,test
2795,2521,test
2796,2522,validation
2797,2523,test
2798,2524,validation
2799,2525,validation
2800,2526,validation
2801,2527,validation
2802,2528,validation
2803,2529,validation
2804,2530,validation
2805,2531,validation
2806,2532,validation
2807,2533,test
2808,2534,validation
2809,2535,validation
2810,2536,validation
2811,2537,test
2812,2538,test
2813,2539,validation
2814,2540,validation
2815,2541,test
2816,2542,test
2817,2543,validation
2818,2544,test
2819,2545,validation
2820,2546,test
2821,2547,test
2822,2548,validation
2823,2549,test
2824,2550,validation
2825,2551,test
2826,2552,test
2827,2553,validation
2828,2554,validation
2829,2555,validation
2830,2556,validation
2831,2557,test
2832,2558,validation
2833,2559,test
2834,2560,test
2835,2561,test
2836,2562,test
2837,2563,test
2838,2564,test
2839,2565,test
2840,2566,test
2841,2567,test
2842,2568,validation
2843,2569,validation
2844,2570,validation
2845,2571,test
2846,2572,test
2847,2573,test
2848,2574,test
2849,2575,test
2850,2576,validation
2851,2577,test
2852,2578,validation
2853,2579,validation
2854,2580,validation
2855,2581,test
2856,2582,validation
2857,2583,test
2858,2584,test
2859,2585,validation
2860,2586,validation
2861,2587,test
2862,2588,test
2863,2589,test
2864,2590,validation
2865,2591,test
2866,2592,validation
2867,2593,test
2868,2594,validation
2869,2595,validation
2870,2596,test
2871,2597,validation
2872,2598,validation
2873,2599,test
2874,2600,validation
2875,2601,test
2876,2602,validation
2877,2603,validation
2878,2604,validation
2879,2605,validation
2880,2606,test
2881,2607,test
2882,2608,validation
2883,2609,test
2884,2610,validation
2885,2611,validation
2886,2612,test
2887,2613,test
2888,2614,validation
2889,2296,test
2890,2615,test
2891,2616,validation
2892,2617,test
2893,2618,test
2894,2619,test
2895,2620,test
2896,2621,test
2897,2622,test
2898,2623,validation
2899,2624,validation
2900,2625,test
2901,2626,test
2902,2627,validation
2903,2628,validation
2904,2629,validation
2905,2630,test
2906,2631,test
2907,2632,validation
2908,2633,test
2909,2634,test
2910,2635,validation
2911,2636,validation
2912,2637,test
2913,2638,validation
2914,2639,test
2915,2640,validation
2916,2641,test
2917,2642,test
2918,2643,validation
2919,2644,validation
2920,2645,validation
2921,2646,validation
2922,2647,test
2923,2648,test
2924,2649,validation
2925,2650,validation
2926,2651,validation
2927,2652,test
2928,2653,validation
2929,2654,test
2930,2655,test
2931,2656,validation
2932,2657,validation
2933,2658,validation
2934,2659,test
2935,2660,validation
2936,2659,validation
2937,2661,test
2938,2662,test
2939,2663,validation
2940,2664,validation
2941,2665,test
2942,2666,validation
2943,2667,test
2944,2668,validation
2945,2669,test
2946,2670,test
2947,2671,validation
2948,2672,test
2949,2673,validation
2950,2674,test
2951,2675,validation
2952,2676,test
2953,2677,validation
2954,2678,validation
2955,2679,validation
2956,2680,validation
2957,2681,test
2958,2682,test
2959,2683,validation
2960,2684,validation
2961,2685,test
2962,2686,validation
2963,2687,test
2964,2688,validation
2965,2689,test
2966,2690,validation
2967,2513,test
2968,2691,test
2969,2692,validation
2970,2693,test
2971,2694,validation
2972,2695,test
2973,2696,validation
2974,2697,validation
2975,2698,test
2976,2699,validation
2977,2700,validation
2978,2701,test
2979,2702,test
2980,2703,validation
2981,2704,validation
2982,2705,validation
2983,2706,test
2984,2707,validation
2985,2708,test
2986,2709,test
2987,2710,validation
2988,2710,test
2989,2711,test
2990,2712,test
2991,2713,test
2992,2714,validation
2993,2715,test
2994,2716,test
2995,2717,test
2996,2718,test
2997,2719,validation
2998,2720,test
2999,2721,test
3000,2722,train
3001,2723,train
3002,2724,train
3003,2725,train
3004,2726,train
3005,2727,train
3006,2728,train
3007,2729,unknown
3008,2730,train
3009,2731,unknown
3010,2732,train
3011,2733,unknown
3012,2734,unknown
3013,2735,unknown
3014,2736,train
3015,2737,train
3016,2738,train
3017,2739,train
3018,2740,train
3019,2741,train
3020,2742,train
3021,2743,unknown
3022,2744,train
3023,2745,train
3024,2746,train
3025,2747,train
3026,2748,train
3027,2749,train
3028,2750,train
3029,2751,train
3030,2752,train
3031,2753,train
3032,2754,train
3033,2755,unknown
3034,2756,train
3035,2757,train
3036,2758,train
3037,2759,train
3038,2740,train
3039,2760,train
3040,2761,train
3041,2762,train
3042,2763,unknown
3043,2764,train
3044,2765,unknown
3045,2766,train
3046,2767,train
3047,2768,train
3048,2768,train
3049,2769,train
3050,2770,train
3051,2771,train
3052,2772,train
3053,2773,unknown
3054,2774,unknown
3055,2775,train
3056,2776,train
3057,2777,train
3058,2778,train
3059,2779,train
3060,2780,train
3061,2781,train
3062,2782,unknown
3063,2783,unknown
3064,2784,train
3065,2785,train
3066,2786,train
3067,2787,train
3068,2788,train
3069,2789,unknown
3070,2790,train
3071,2791,train
3072,2792,train
3073,2793,train
3074,2794,train
3075,2795,train
3076,2796,train
3077,2797,train
3078,2798,unknown
3079,2799,unknown
3080,2800,train
3081,2801,train
3082,2802,train
3083,2803,train
3084,2804,unknown
3085,2805,train
3086,2806,train
3087,2807,train
3088,2808,unknown
3089,2809,train
3090,2810,train
3091,2811,train
3092,2812,train
3093,2813,train
3094,2814,train
3095,2815,train
3096,2816,train
3097,2817,train
3098,2818,train
3099,2819,unknown
3100,2820,unknown
3101,2821,train
3102,2822,train
3103,1654,unknown
3104,2823,train
3105,2824,unknown
3106,2825,train
3107,2826,train
3108,2827,train
3109,2828,train
3110,2829,train
3111,2830,train
3112,2831,unknown
3113,2832,train
3114,2833,train
3115,2834,train
3116,2835,train
3117,2836,train
3118,2837,train
3119,2838,train
3120,2839,unknown
3121,2840,unknown
3122,2841,train
3123,2842,train
3124,2740,train
3125,2843,train
3126,2844,unknown
3127,2845,train
3128,2846,train
3129,2847,train
3130,2848,train
3131,2849,train
3132,2850,train
3133,2851,train
3134,2852,unknown
3135,2853,train
3136,2854,train
3137,2855,train
3138,2856,train
3139,2857,unknown
3140,2858,train
3141,2859,train
3142,2860,train
3143,2861,unknown
3144,2862,train
3145,2863,train
3146,2864,train
3147,2865,train
3148,2866,train
3149,2867,train
3150,2868,train
3151,2869,train
3152,2870,train
3153,2871,train
3154,2872,train
3155,1482,unknown
3156,2873,train
3157,147,unknown
3158,2874,train
3159,2875,train
3160,2876,train
3161,2877,train
3162,2878,train
3163,2879,unknown
3164,2880,train
3165,2881,train
3166,2882,train
3167,2883,train
3168,2884,train
3169,2885,train
3170,2886,train
3171,2887,unknown
3172,2888,train
3173,2889,unknown
3174,2890,train
3175,2891,unknown
3176,2892,unknown
3177,2893,train
3178,2894,unknown
3179,2895,train
3180,2896,train
3181,2897,unknown
3182,2898,unknown
3183,2899,train
3184,2900,train
3185,2901,unknown
3186,2902,train
3187,2903,train
3188,2904,unknown
3189,2905,train
3190,2906,train
3191,2907,train
3192,2908,train
3193,2909,train
3194,2910,unknown
3195,2911,train
3196,2912,train
3197,2913,train
3198,2914,train
3199,2915,train
3200,2916,train
3201,2917,train
3202,2918,train
3203,2919,train
3204,2920,train
3205,2921,train
3206,2922,train
3207,2923,train
3208,2924,train
3209,2925,unknown
3210,2926,train
3211,2927,train
3212,2928,train
3213,2929,train
3214,2930,unknown
3215,2931,unknown
3216,2932,train
3217,2933,train
3218,2934,train
3219,2935,train
3220,2936,unknown
3221,2937,train
3222,2938,train
3223,2939,train
3224,2940,train
3225,2941,train
3226,2942,unknown
3227,2943,train
3228,2944,train
3229,2945,train
3230,2946,unknown
3231,2947,train
3232,2948,train
3233,2949,unknown
3234,2950,unknown
3235,2951,unknown
3236,2952,unknown
3237,2953,unknown
3238,2954,unknown
3239,2955,train
3240,2956,unknown
3241,2957,train
3242,2958,train
3243,2959,train
3244,2960,train
3245,2961,train
3246,2962,unknown
3247,2963,train
3248,2964,train
3249,2965,unknown
3250,2966,unknown
3251,2967,train
3252,2968,train
3253,2969,train
3254,2970,train
3255,2971,train
3256,2972,train
3257,2973,train
3258,2974,train
3259,2518,train
3260,2975,unknown
3261,2976,train
3262,2977,train
3263,2978,unknown
3264,2979,train
3265,2980,train
3266,2981,train
3267,2982,train
3268,2983,train
3269,2984,train
3270,2985,unknown
3271,2986,train
3272,2987,train
3273,2988,train
3274,2989,train
3275,2990,train
3276,2991,train
3277,2992,train
3278,2993,train
3279,2994,train
3280,2995,train
3281,2996,train
3282,2997,unknown
3283,2998,train
3284,2999,train
3285,3000,train
3286,1801,train
3287,3001,train
3288,3002,train
3289,3003,unknown
3290,3004,train
3291,3005,train
3292,3006,train
3293,3007,unknown
3294,3008,train
3295,3009,train
3296,3010,train
3297,3011,train
3298,3012,train
3299,3013,train
3300,3014,train
3301,3015,train
3302,3016,unknown
3303,3017,train
3304,3018,train
3305,3019,unknown
3306,3020,train
3307,3021,train
3308,3022,unknown
3309,3023,train
3310,3024,train
3311,3025,train
3312,3026,train
3313,3027,train
3314,3028,train
3315,3029,train
3316,3030,train
3317,3031,unknown
3318,3032,unknown
3319,3033,train
3320,3034,train
3321,3035,train
3322,3036,train
3323,3037,train
3324,3038,train
3325,3039,train
3326,3040,train
3327,1067,train
3328,3041,train
3329,3042,train
3330,3043,train
3331,3044,train
3332,3045,train
3333,3046,train
3334,3047,train
3335,3048,train
3336,3049,train
3337,3050,train
3338,3051,train
3339,3052,train
3340,3053,unknown
3341,3054,train
3342,3055,unknown
3343,1569,train
3344,3056,train
3345,3057,train
3346,3058,train
3347,3059,unknown
3348,3060,unknown
3349,3061,unknown
3350,3062,train
3351,3063,train
3352,3064,train
3353,3065,train
3354,3066,train
3355,3067,train
3356,3068,train
3357,3069,train
3358,3070,unknown
3359,3071,train
3360,3072,train
3361,3073,train
3362,3074,train
3363,3075,unknown
3364,3076,train
3365,3077,train
3366,3078,train
3367,3079,train
3368,3080,train
3369,3081,train
3370,3082,train
3371,3083,train
3372,3084,train
3373,3085,train
3374,3086,train
3375,3087,train
3376,3088,train
3377,3089,train
3378,3090,unknown
3379,3091,train
3380,3092,train
3381,3093,train
3382,3094,train
3383,3095,train
3384,3096,train
3385,3097,train
3386,3098,train
3387,3099,unknown
3388,3100,train
3389,3101,train
3390,3102,train
3391,3103,unknown
3392,3104,train
3393,3105,train
3394,3106,train
3395,3107,train
3396,3108,train
3397,3109,train
3398,3110,train
3399,2980,train
3400,3111,train
3401,3112,train
3402,3113,unknown
3403,3114,train
3404,3115,unknown
3405,3116,unknown
3406,3117,unknown
3407,3118,train
3408,3119,unknown
3409,3120,unknown
3410,3121,train
3411,3122,train
3412,3123,train
3413,3124,unknown
3414,3125,train
3415,3126,unknown
3416,3127,unknown
3417,3128,train
3418,3129,train
3419,3130,train
3420,3131,train
3421,3132,train
3422,3133,unknown
3423,3134,train
3424,3135,train
3425,3136,train
3426,3137,train
3427,3138,train
3428,3139,train
3429,3140,train
3430,3141,train
3431,3141,train
3432,3102,train
3433,3142,train
3434,3143,train
3435,3144,train
3436,3145,train
3437,3146,train
3438,3147,train
3439,3148,unknown
3440,3149,train
3441,3150,unknown
3442,3151,train
3443,3152,train
3444,3153,train
3445,3154,train
3446,3155,train
3447,3156,unknown
3448,3157,train
3449,3158,train
3450,3159,unknown
3451,3160,train
3452,3161,unknown
3453,3162,unknown
3454,3163,train
3455,3164,train
3456,3165,train
3457,3166,train
3458,3167,train
3459,3168,train
3460,3169,unknown
3461,3170,train
3462,3171,unknown
3463,3172,train
3464,3173,unknown
3465,3174,train
3466,3175,train
3467,3176,unknown
3468,3177,unknown
3469,3178,unknown
3470,3179,train
3471,3180,train
3472,3181,unknown
3473,3182,train
3474,3183,train
3475,3184,unknown
3476,3185,train
3477,3186,unknown
3478,3187,train
3479,3188,unknown
3480,3189,unknown
3481,3187,train
3482,3187,train
3483,3190,train
3484,3191,train
3485,3192,train
3486,3193,train
3487,3194,train
3488,3195,train
3489,3196,train
3490,3197,train
3491,3198,train
3492,3199,train
3493,3200,train
3494,3201,train
3495,3202,train
3496,3203,train
3497,3204,train
3498,3205,train
3499,3206,train
3500,3207,train
3501,3198,train
3502,3208,train
3503,3209,train
3504,3202,train
3505,3184,unknown
3506,3199,train
3507,3210,train
3508,3211,train
3509,3212,train
3510,3213,train
3511,3214,train
3512,3215,train
3513,3216,train
3514,3217,train
3515,3218,train
3516,3219,train
3517,3220,train
3518,3221,train
3519,3222,unknown
3520,3223,train
3521,3224,train
3522,3225,train
3523,3226,train
3524,3227,train
3525,3228,train
3526,3229,train
3527,3230,unknown
3528,3231,train
3529,3232,train
3530,3233,train
3531,3234,unknown
3532,3235,unknown
3533,3236,train
3534,3237,unknown
3535,3238,train
3536,3239,train
3537,3240,train
3538,3241,train
3539,3242,train
3540,3243,train
3541,3244,train
